"Time","Subsystem #1|Substep|box|CTLs|Vars|Pload1","Subsystem #1|Substep|box|CTLs|Vars|Ppv1"
0.0337,405.7328283,407.8611282
0.03375,399.0055528,407.9858823
0.0338,403.9515491,407.9841194
0.03385,398.2242816,408.1641159
0.0339,403.7263091,408.1434214
0.03395,398.0065765,408.3117615
0.034,403.5543521,408.2848816
0.03405,399.4770961,408.4423041
0.0341,404.7655091,408.3486441
0.03415,400.6457899,408.455504
0.0342,405.8115726,408.3222826
0.03425,400.0340747,408.4053695
0.0343,405.3583951,408.3120291
0.03435,401.2176075,408.4168292
0.0344,406.27323,408.2791755
0.03445,402.0980604,408.3493934
0.0345,407.0853823,408.1833067
0.03455,401.2709508,408.2377259
0.0346,406.5073727,408.1176365
0.03465,400.7093877,408.2061999
0.0347,406.03253,408.1120713
0.03475,400.2483731,408.2208732
0.0348,405.6411453,408.1432029
0.03485,398.9162746,408.2680416
0.0349,403.9248868,408.2694772
0.03495,399.8387918,408.4460136
0.035,405.1036198,408.3646112
0.03505,400.9760932,408.4795471
0.0351,406.1200532,408.3512112
0.03515,401.9552724,408.4296462
0.0352,406.9834973,408.2714785
0.03525,402.7856265,408.3254354
0.0353,407.7038878,408.145686
0.03535,400.9300643,408.1912079
0.0354,405.6558115,408.1287967
0.03545,398.9312593,408.2637841
0.0355,403.8716958,408.2717335
0.03555,397.189913,408.4626932
0.0356,400.88981,408.5823207
0.03565,395.2568408,408.8599517
0.0357,401.000342,408.9199305
0.03575,395.3662194,409.1527887
0.0358,401.0934833,409.1811779
0.03585,398.5771764,409.370736
0.0359,403.9257015,409.2541624
0.03595,401.2885066,409.3339724
0.036,406.4165633,409.1311359
0.03605,403.6680642,409.1429155
0.0361,408.6348441,408.8819602
0.03615,405.7833447,408.844686
0.0362,410.6008186,408.537566
0.03625,406.2764671,408.4711436
0.0363,410.9819695,408.18837
0.03635,405.0592629,408.1427256
0.0364,409.9957664,407.9318856
0.03645,404.0999948,407.9396101
0.0365,409.1392896,407.7696052
0.03655,403.2672048,407.8097927
0.0366,408.3921389,407.666777
0.03665,402.5409556,407.729838
0.0367,407.7387067,407.6071203
0.03675,400.9658366,407.6907014
0.0368,405.796112,407.6528939
0.03685,400.0195741,407.802173
0.0369,405.3889487,407.753607
0.03695,399.6246315,407.8980422
0.037,405.0032607,407.8490289
0.03705,398.295774,407.997627
0.0371,403.3229968,408.01933
0.03715,397.6195993,408.2209873
0.0372,403.2032761,408.2211617
0.03725,399.1480857,408.400746
0.0373,404.4485513,408.3262129
0.03735,400.3497348,408.4494267
0.0374,405.5251274,408.3311335
0.03745,401.3871089,408.4198838
0.0375,406.4431108,408.2729138
0.03755,402.2702486,408.337877
0.0376,407.213024,408.1696024
0.03765,401.3995349,408.2236278
0.0377,406.5097773,408.1044185
0.03775,400.715997,408.1945612
0.0378,405.8432266,408.1024402
0.03785,401.6866814,408.2057938
0.0379,406.5820948,408.063756
0.03795,400.7854429,408.1364616
0.038,405.9333168,408.0304434
0.03805,400.1550359,408.1303023
0.0381,405.4013244,408.0453916
0.03815,399.63842,408.1619863
0.0382,404.9325438,408.0909788
0.03825,400.806507,408.2114728
0.0383,405.8341237,408.0841419
0.03835,401.674193,408.1617608
0.0384,406.5914984,408.0004222
0.03845,402.4015311,408.050686
0.0385,407.2137082,407.8658736
0.03855,402.9974575,407.8961487
0.0386,407.7389777,407.6929382
0.03865,400.9701956,407.7171161
0.0387,405.5716645,407.63408
0.03875,399.8011665,407.7480946
0.0388,405.0296574,407.6706133
0.03885,398.3262206,407.7939049
0.0389,403.2453333,407.7920568
0.03895,397.5427116,407.9730582
0.039,403.0260312,407.9537342
0.03905,397.3308119,408.1239791
0.0391,402.8150758,408.0989702
0.03915,398.7643593,408.2585604
0.0392,403.9701292,408.1667719
0.03925,399.8783841,408.2757052
0.0393,405.0044443,408.1441616
0.03935,400.8748527,408.2214671
0.0394,405.9196146,408.0632184
0.03945,401.7554889,408.1180943
0.0395,406.6887738,407.9394873
0.03955,402.494217,407.9764118
0.0396,407.3606664,407.7806003
0.03965,401.5413053,407.8095375
0.0397,406.6177534,407.6655701
0.03975,400.819181,407.7331463
0.0398,405.9577814,407.618807
0.03985,400.1779341,407.7097948
0.0399,405.3711866,407.6147868
0.03995,401.2192857,407.7142366
0.04,406.1965076,407.5663928
0.04005,402.0131435,407.6257558
0.0401,406.9188636,407.4461378
0.04015,401.1105138,407.4875745
0.0402,406.1880266,407.3533307
0.04025,400.400211,407.4290237
0.0403,405.4996106,407.3215326
